,location,side_a,side_a_2nd,side_b,side_b_2nd,incompatibility,territory_name,cumulative_intensity,type_of_conflict,type_of_conflict_name,start_date,start_date2,ep_end,region,region_name
460,Myanmar (Burma),Government of Myanmar (Burma),,"APLP, Mujahid Party",,1,Arakan,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,1/31/1948,0,3,Asia
461,Myanmar (Burma),Government of Myanmar (Burma),,"APLP, Mujahid Party",,1,Arakan,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,1/31/1948,0,3,Asia
462,Myanmar (Burma),Government of Myanmar (Burma),,Mujahid Party,,1,Arakan,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,1/31/1948,0,3,Asia
463,Myanmar (Burma),Government of Myanmar (Burma),,Mujahid Party,,1,Arakan,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,1/31/1948,0,3,Asia
464,Myanmar (Burma),Government of Myanmar (Burma),,Mujahid Party,,1,Arakan,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,1/31/1948,0,3,Asia
465,Myanmar (Burma),Government of Myanmar (Burma),,Mujahid Party,,1,Arakan,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,1/31/1948,1,3,Asia
466,Myanmar (Burma),Government of Myanmar (Burma),,"ANLP, CPA",,1,Arakan,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,12/31/1964,0,3,Asia
467,Myanmar (Burma),Government of Myanmar (Burma),,"ANLP, CPA",,1,Arakan,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,12/31/1964,0,3,Asia
468,Myanmar (Burma),Government of Myanmar (Burma),,"ANLP, CPA",,1,Arakan,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,12/31/1964,0,3,Asia
469,Myanmar (Burma),Government of Myanmar (Burma),,"ANLP, CPA",,1,Arakan,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,12/31/1964,0,3,Asia
470,Myanmar (Burma),Government of Myanmar (Burma),,"ANLP, CPA",,1,Arakan,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,12/31/1964,0,3,Asia
471,Myanmar (Burma),Government of Myanmar (Burma),,"ANLP, CPA",,1,Arakan,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,12/31/1964,0,3,Asia
472,Myanmar (Burma),Government of Myanmar (Burma),,"ANLP, CPA",,1,Arakan,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,12/31/1964,0,3,Asia
473,Myanmar (Burma),Government of Myanmar (Burma),,"ANLP, CPA",,1,Arakan,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,12/31/1964,0,3,Asia
474,Myanmar (Burma),Government of Myanmar (Burma),,"ANLP, CPA",,1,Arakan,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,12/31/1964,0,3,Asia
475,Myanmar (Burma),Government of Myanmar (Burma),,"CPA, RPF",,1,Arakan,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,12/31/1964,0,3,Asia
476,Myanmar (Burma),Government of Myanmar (Burma),,RPF,,1,Arakan,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,12/31/1964,0,3,Asia
477,Myanmar (Burma),Government of Myanmar (Burma),,RPF,,1,Arakan,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,12/31/1964,0,3,Asia
478,Myanmar (Burma),Government of Myanmar (Burma),,RPF,,1,Arakan,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,12/31/1964,0,3,Asia
479,Myanmar (Burma),Government of Myanmar (Burma),,"ALP, RPF",,1,Arakan,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,12/31/1964,0,3,Asia
480,Myanmar (Burma),Government of Myanmar (Burma),,RPF,,1,Arakan,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,12/31/1964,1,3,Asia
481,Myanmar (Burma),Government of Myanmar (Burma),,RSO,,1,Arakan,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,12/29/1991,1,3,Asia
482,Myanmar (Burma),Government of Myanmar (Burma),,RSO,,1,Arakan,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,5/15/1994,1,3,Asia
483,Myanmar (Burma),Government of Myanmar (Burma),,ARSA,,1,Arakan,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,10/11/2016,0,3,Asia
484,Myanmar (Burma),Government of Myanmar (Burma),,ARSA,,1,Arakan,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,10/11/2016,0,3,Asia
485,Myanmar (Burma),Government of Myanmar (Burma),,ULA,,1,Arakan,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,10/11/2016,0,3,Asia
486,Myanmar (Burma),Government of Myanmar (Burma),,ULA,,1,Arakan,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,10/11/2016,0,3,Asia
487,Myanmar (Burma),Government of Myanmar (Burma),,ULA,,1,Arakan,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",1/31/1948,10/11/2016,0,3,Asia
488,Myanmar (Burma),Government of Myanmar (Burma),,MFL-MUF,,1,Mon,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1948,2/28/1949,0,3,Asia
489,Myanmar (Burma),Government of Myanmar (Burma),,MFL-MUF,,1,Mon,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1948,2/28/1949,0,3,Asia
490,Myanmar (Burma),Government of Myanmar (Burma),,MFL-MUF,,1,Mon,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1948,2/28/1949,0,3,Asia
491,Myanmar (Burma),Government of Myanmar (Burma),,MPF,,1,Mon,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1948,2/28/1949,0,3,Asia
492,Myanmar (Burma),Government of Myanmar (Burma),,MPF,,1,Mon,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1948,2/28/1949,0,3,Asia
493,Myanmar (Burma),Government of Myanmar (Burma),,MPF,,1,Mon,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1948,2/28/1949,0,3,Asia
494,Myanmar (Burma),Government of Myanmar (Burma),,MPF,,1,Mon,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1948,2/28/1949,0,3,Asia
495,Myanmar (Burma),Government of Myanmar (Burma),,MPF,,1,Mon,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1948,2/28/1949,0,3,Asia
496,Myanmar (Burma),Government of Myanmar (Burma),,MPF,,1,Mon,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1948,2/28/1949,0,3,Asia
497,Myanmar (Burma),Government of Myanmar (Burma),,MPF,,1,Mon,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1948,2/28/1949,0,3,Asia
498,Myanmar (Burma),Government of Myanmar (Burma),,NMSP,,1,Mon,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1948,2/28/1949,0,3,Asia
499,Myanmar (Burma),Government of Myanmar (Burma),,NMSP,,1,Mon,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1948,2/28/1949,0,3,Asia
500,Myanmar (Burma),Government of Myanmar (Burma),,NMSP,,1,Mon,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1948,2/28/1949,0,3,Asia
501,Myanmar (Burma),Government of Myanmar (Burma),,NMSP,,1,Mon,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1948,2/28/1949,0,3,Asia
502,Myanmar (Burma),Government of Myanmar (Burma),,NMSP,,1,Mon,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1948,2/28/1949,1,3,Asia
503,Myanmar (Burma),Government of Myanmar (Burma),,NMSP,,1,Mon,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1948,2/13/1990,1,3,Asia
504,Myanmar (Burma),Government of Myanmar (Burma),,BMA,,1,Mon,0,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",12/31/1948,12/23/1996,1,3,Asia
505,Costa Rica,Government of Costa Rica,,National Liberation Army,,2,,1,3,"intrastate (side A is always a government; side B is always one or more rebel groups; there is no involvement of foreign governments with troops, i.e. there is no side_a_2nd or side_b_2nd coded)",3/3/1948,3/3/1948,1,5,Americas
